"Date","Price","Open","High","Low","Change %"
"09/13/2021","1.560","1.540","1.560","1.540","1.30%"
"09/10/2021","1.540","1.540","1.540","1.540","-1.91%"
"09/09/2021","1.570","1.570","1.570","1.570","-0.63%"
"09/08/2021","1.580","1.580","1.580","1.580","1.28%"
"09/07/2021","1.560","1.560","1.560","1.560","-0.64%"
"09/06/2021","1.570","1.570","1.570","1.570","0.64%"
"09/03/2021","1.560","1.560","1.560","1.560","-1.89%"
"09/02/2021","1.590","1.590","1.590","1.590","30.33%"
"09/01/2021","1.220","1.220","1.220","1.220","1.67%"
"08/31/2021","1.200","1.200","1.200","1.200","0.00%"
"08/30/2021","1.200","1.200","1.200","1.200","0.00%"
"08/27/2021","1.200","1.200","1.200","1.200","0.84%"
"08/26/2021","1.190","1.190","1.190","1.190","1.71%"
"08/25/2021","1.170","1.170","1.170","1.170","4.46%"
"08/24/2021","1.120","2.060","2.060","1.120","16.67%"
"08/23/2021","0.960","0.960","0.960","0.960","0.00%"
"08/19/2021","0.960","0.960","0.960","0.960","0.00%"
"08/18/2021","0.960","0.960","0.960","0.960","0.00%"
"08/17/2021","0.960","0.960","0.960","0.960","1.05%"
"08/16/2021","0.950","0.950","0.950","0.950","0.00%"
"08/13/2021","0.950","0.950","0.950","0.950","0.00%"
"08/12/2021","0.950","0.950","0.950","0.950","0.00%"
"08/11/2021","0.950","0.950","0.950","0.950","0.00%"
"08/10/2021","0.950","0.950","0.950","0.950","5.56%"
"08/09/2021","0.900","0.900","0.900","0.900","2.27%"
"08/06/2021","0.880","0.880","0.880","0.880","0.00%"
"08/05/2021","0.880","0.880","0.880","0.880","-6.38%"
"08/04/2021","0.940","0.940","0.940","0.940","0.00%"
"08/03/2021","0.940","0.940","0.940","0.940","0.00%"
"08/02/2021","0.940","0.940","0.940","0.940","0.00%"
"07/30/2021","0.940","0.940","0.940","0.940","0.00%"
"07/29/2021","0.940","0.940","0.940","0.940","0.00%"
"07/28/2021","0.940","0.940","0.940","0.940","0.00%"
"07/27/2021","0.940","0.940","0.940","0.940","0.00%"
"07/26/2021","0.940","0.940","0.940","0.940","0.00%"
"07/23/2021","0.940","0.940","0.940","0.940","0.00%"
"07/22/2021","0.940","0.940","0.940","0.940","6.82%"
"07/21/2021","0.880","0.880","0.880","0.880","0.00%"
"07/20/2021","0.880","0.880","0.880","0.880","0.00%"
"07/19/2021","0.880","0.880","0.880","0.880","0.00%"
"07/16/2021","0.880","0.880","0.880","0.880","0.00%"
"07/15/2021","0.880","0.880","0.880","0.880","0.00%"
"07/14/2021","0.880","0.880","0.880","0.880","0.00%"
"07/13/2021","0.880","0.880","0.880","0.880","0.00%"
"07/12/2021","0.880","0.880","0.880","0.880","-4.35%"
"07/09/2021","0.920","0.920","0.920","0.920","0.00%"
"07/08/2021","0.920","0.920","0.920","0.920","5.75%"
"07/07/2021","0.870","0.870","0.870","0.870","0.00%"
"07/06/2021","0.870","0.870","0.870","0.870","-1.14%"
